Date,Open,High,Low,Adj Close,Volume,Prev Day,Target,Adj Close Change,headline_score
2023-11-16,239.49000549316406,240.8800048828125,230.9600067138672,233.58999633789062,136816800,,0,,0.0
2023-11-17,232.0,237.38999938964844,226.5399932861328,234.3000030517578,142532800,233.58999633789062,1,0.3039542467564216,0.0
2023-11-20,234.0399932861328,237.10000610351562,231.02000427246094,235.60000610351562,116320100,234.3000030517578,1,0.5548455120893081,0.0
2023-11-21,235.0399932861328,243.6199951171875,233.33999633789062,241.1999969482422,122288000,235.60000610351562,1,2.3769060694616817,0.0
2023-11-22,242.0399932861328,244.00999450683594,231.39999389648438,234.2100067138672,117950600,241.1999969482422,0,-2.8980059381488954,-0.3325664474413945
2023-11-24,233.75,238.75,232.3300018310547,235.4499969482422,65125200,234.2100067138672,1,0.529435207219775,-0.06463986176710862
2023-11-27,236.88999938964844,238.3300018310547,232.10000610351562,236.0800018310547,112031800,235.4499969482422,1,0.26757481035388775,0.0
2023-11-28,236.67999267578125,247.0,234.00999450683594,246.72000122070312,148549900,236.0800018310547,1,4.506946504203557,0.0
2023-11-29,249.2100067138672,252.75,242.75999450683594,244.13999938964844,135401300,246.72000122070312,0,-1.0457205813430348,-0.3262411736779743
2023-11-30,245.13999938964844,245.22000122070312,236.91000366210938,240.0800018310547,132353200,244.13999938964844,0,-1.6629792613843564,-0.1061415862791317
2023-12-01,233.13999938964844,240.19000244140625,231.89999389648438,238.8300018310547,121173500,240.0800018310547,0,-0.5206597761023168,-0.34619671702384947
2023-12-04,235.75,239.3699951171875,233.2899932861328,235.5800018310547,104099800,238.8300018310547,0,-1.360800559009756,-0.4242906467989087
2023-12-05,233.8699951171875,246.66000366210938,233.6999969482422,238.72000122070312,137971100,235.5800018310547,1,1.3328802806870987,-0.17029327760308477
2023-12-06,242.9199981689453,246.57000732421875,239.1699981689453,239.3699951171875,126436200,238.72000122070312,1,0.2722829646282676,-0.48072924848758813
2023-12-07,241.5500030517578,244.0800018310547,236.97999572753906,242.63999938964844,107142300,239.3699951171875,1,1.366087788429815,-0.4060428969321712
2023-12-08,240.27000427246094,245.27000427246094,239.27000427246094,243.83999633789062,102980100,242.63999938964844,1,0.49455858525417895,-0.3155682948919443
2023-12-11,242.74000549316406,243.44000244140625,237.4499969482422,239.74000549316406,97913900,243.83999633789062,0,-1.681426716823431,-0.25859168677959804
2023-12-12,238.5500030517578,238.99000549316406,233.8699951171875,237.00999450683594,95328300,239.74000549316406,0,-1.1387381846063915,0.0
2023-12-13,234.19000244140625,240.3000030517578,228.1999969482422,239.2899932861328,146286300,237.00999450683594,1,0.9619842336358264,-0.5514564357305828
2023-12-14,241.22000122070312,253.8800048828125,240.7899932861328,251.0500030517578,160829200,239.2899932861328,1,4.914543063053567,-0.3261478160634453
2023-12-15,251.2100067138672,254.1300048828125,248.3000030517578,253.5,135720800,251.0500030517578,1,0.9758999874367902,-0.42168773313363395
2023-12-18,253.77999877929688,258.739990234375,251.36000061035156,252.0800018310547,116416500,253.5,0,-0.5601570686174839,-0.13339556085652318
2023-12-19,253.47999572753906,258.3399963378906,253.00999450683594,257.2200012207031,106737400,252.0800018310547,1,2.03903496997484,-0.457672951877981
2023-12-20,256.4100036621094,259.8399963378906,247.0,247.13999938964844,125097000,257.2200012207031,0,-3.918825045959673,-0.36736006161262247
2023-12-21,251.89999389648438,254.8000030517578,248.5500030517578,254.5,109594200,247.13999938964844,1,2.9780693649462897,-0.4391689133463484
2023-12-22,256.760009765625,258.2200012207031,251.3699951171875,252.5399932861328,93249800,254.5,0,-0.7701401626197146,-0.19283736443174057
2023-12-26,254.49000549316406,257.9700012207031,252.91000366210938,256.6099853515625,86892400,252.5399932861328,1,1.6116227819877649,0.031004164900098528
2023-12-27,258.3500061035156,263.3399963378906,257.5199890136719,261.44000244140625,106494400,256.6099853515625,1,1.8822405072142834,-0.13923455438306254
2023-12-28,263.6600036621094,265.1300048828125,252.7100067138672,253.17999267578125,113619900,261.44000244140625,0,-3.1594284304201747,-0.08232931296030681
2023-12-29,255.10000610351562,255.19000244140625,247.42999267578125,248.47999572753906,100615300,253.17999267578125,0,-1.8563856087399966,0.024685667802209724
2024-01-02,250.0800018310547,251.25,244.41000366210938,248.4199981689453,104654200,248.47999572753906,0,-0.02414583049958896,0.0
2024-01-03,244.97999572753906,245.67999267578125,236.32000732421875,238.4499969482422,121082600,248.4199981689453,0,-4.013364984377277,-0.1381616136174143
2024-01-04,239.25,242.6999969482422,237.72999572753906,237.92999267578125,102629300,238.4499969482422,0,-0.21807686270334248,-0.09953255471536669
2024-01-05,236.86000061035156,240.1199951171875,234.89999389648438,237.49000549316406,92379400,237.92999267578125,0,-0.1849229589212631,-0.27069891426298354
2024-01-08,236.13999938964844,241.25,235.3000030517578,240.4499969482422,85166600,237.49000549316406,1,1.2463646412957496,-0.3165704642350857
2024-01-09,238.11000061035156,238.9600067138672,232.0399932861328,234.9600067138672,96705700,240.4499969482422,0,-2.283214932024613,-0.46407214800516766
2024-01-10,235.10000610351562,235.5,231.2899932861328,233.94000244140625,91628500,234.9600067138672,0,-0.43411825132567694,-0.05395851785486395
2024-01-11,230.57000732421875,230.92999267578125,225.3699951171875,227.22000122070312,105873600,233.94000244140625,0,-2.8725319101363445,-0.3605653476715088
2024-01-12,220.0800018310547,225.33999633789062,217.14999389648438,218.88999938964844,122889000,227.22000122070312,0,-3.6660513098772496,-0.5230670125929864
2024-01-16,215.10000610351562,223.49000549316406,212.17999267578125,219.91000366210938,115355000,218.88999938964844,1,0.46598943547220273,-0.31497622558048793
2024-01-17,214.86000061035156,215.6699981689453,212.00999450683594,215.5500030517578,103164400,219.91000366210938,0,-1.9826295019533036,-0.6584363565558479
2024-01-18,216.8800048828125,217.4499969482422,208.74000549316406,211.8800048828125,108595400,215.5500030517578,0,-1.7026203279913998,-0.4069593137985951
2024-01-19,209.99000549316406,213.19000244140625,207.55999755859375,212.19000244140625,102095800,211.8800048828125,1,0.14630807600990448,-0.1587780231521243
2024-01-22,212.25999450683594,217.8000030517578,206.27000427246094,208.8000030517578,117952500,212.19000244140625,0,-1.5976244642273096,-0.6680610519030998
2024-01-23,211.3000030517578,215.64999389648438,207.75,209.13999938964844,106605900,208.8000030517578,1,0.16283349277841364,-0.37796331328504224
2024-01-24,211.8800048828125,212.72999572753906,206.77000427246094,207.8300018310547,123369900,209.13999938964844,0,-0.6263735117226887,-0.17915279358282857
2024-01-25,189.6999969482422,193.0,180.05999755859375,182.6300048828125,198076800,207.8300018310547,0,-12.125293136804816,-0.5367164206504822
2024-01-26,185.5,186.77999877929688,182.10000610351562,183.25,107343200,182.6300048828125,1,0.3394815203478396,0.8967724442481995
2024-01-29,185.6300048828125,191.47999572753906,183.6699981689453,190.92999267578125,125013100,183.25,1,4.190991910385411,-0.13185309547267549
2024-01-30,195.3300018310547,196.36000061035156,190.61000061035156,191.58999633789062,109982300,190.92999267578125,1,0.3456783572134414,-0.4740574120104998
2024-01-31,187.0,193.97000122070312,185.85000610351562,187.2899932861328,103221400,191.58999633789062,0,-2.244377647032403,-0.6004346720007963
2024-02-01,188.5,189.8800048828125,184.27999877929688,188.86000061035156,91843300,187.2899932861328,1,0.8382761388752824,-0.3741564687454339
2024-02-02,185.0399932861328,188.69000244140625,182.0,187.91000366210938,110505100,188.86000061035156,0,-0.5030164911426604,-0.47298062528882706
2024-02-05,184.25999450683594,184.67999267578125,175.00999450683594,181.05999755859375,134294400,187.91000366210938,0,-3.645365318513305,0.0
2024-02-06,177.2100067138672,186.49000549316406,177.11000061035156,185.10000610351562,122676000,181.05999755859375,1,2.23130928940527,-0.4039180395079822
2024-02-07,188.17999267578125,189.7899932861328,182.67999267578125,187.5800018310547,111535200,185.10000610351562,1,1.339813963135228,-0.4679533742569588
2024-02-08,189.0,191.6199951171875,185.5800018310547,189.55999755859375,83034000,187.5800018310547,1,1.0555473441792307,0.00103672076079805
2024-02-09,190.17999267578125,194.1199951171875,189.47999572753906,193.57000732421875,84476300,189.55999755859375,1,2.1154303741671487,-0.4452705877583201
2024-02-12,192.11000061035156,194.72999572753906,187.27999877929688,188.1300048828125,95498600,193.57000732421875,0,-2.8103539988478476,-0.4428622482284423
2024-02-13,183.99000549316406,187.25999450683594,182.11000061035156,184.02000427246094,86759500,188.1300048828125,0,-2.1846598116614713,-0.2649714670319488
2024-02-14,185.3000030517578,188.88999938964844,183.35000610351562,188.7100067138672,81203000,184.02000427246094,1,2.5486372853585015,-0.6437427910362802
2024-02-15,189.16000366210938,200.8800048828125,188.86000061035156,200.4499969482422,120831800,188.7100067138672,1,6.221180550417671,-0.15383467972278594
2024-02-16,202.05999755859375,203.1699981689453,197.39999389648438,199.9499969482422,111173600,200.4499969482422,0,-0.24943876658132247,-0.02920801659761849
2024-02-20,196.1300048828125,198.60000610351562,189.1300048828125,193.75999450683594,104545800,199.9499969482422,0,-3.0957752117438453,-0.6633260991122272
2024-02-21,193.36000061035156,199.44000244140625,191.9499969482422,194.77000427246094,103844000,193.75999450683594,1,0.521268473502845,-0.27810925964651434
