Date,Open,High,Low,Adj Close,Volume,Prev Day,Target,Adj Close Change,headline_score
2023-11-16,337.760009765625,339.75,335.010009765625,327.6453552246094,1620400,,0,,0.0
2023-11-17,339.5,340.45001220703125,338.1199951171875,330.0978088378906,1465200,327.6453552246094,1,0.7485085853269791,0.0
2023-11-20,340.0,341.32000732421875,337.5,330.3508605957031,3146000,330.0978088378906,1,0.07665962967260409,0.0
2023-11-21,338.3599853515625,339.0899963378906,334.54998779296875,325.9909362792969,1900900,330.3508605957031,0,-1.3197859719645488,0.0
2023-11-22,336.94000244140625,338.9100036621094,335.3699951171875,329.56256103515625,1235200,325.9909362792969,1,1.095620877262471,0.02266371250152588
2023-11-24,338.79998779296875,340.2699890136719,337.6400146484375,330.058837890625,460100,329.56256103515625,1,0.15058653929316268,-0.32005588213602704
2023-11-27,339.19000244140625,340.0199890136719,335.739990234375,328.6574401855469,1250500,330.058837890625,0,-0.4245902682183389,-0.3466900082734915
2023-11-28,337.3800048828125,338.3999938964844,334.8699951171875,328.59906005859375,1419000,328.6574401855469,0,-0.01776321476859577,-0.1911390908062458
2023-11-29,337.0,343.5299987792969,336.510009765625,333.8582458496094,2038100,328.59906005859375,1,1.6004871681853938,-0.6559484791755676
2023-11-30,341.67999267578125,344.760009765625,340.0899963378906,335.1141662597656,1903600,333.8582458496094,1,0.37618373239820535,0.21154161761788762
2023-12-01,341.4599914550781,348.8900146484375,340.4200134277344,341.8745422363281,3622800,335.1141662597656,1,2.0173351822203145,-0.3437751928965251
2023-12-04,346.29998779296875,350.489990234375,345.2900085449219,342.81646728515625,2178100,341.8745422363281,1,0.2755177506539752,-0.42814362049102783
2023-12-05,346.6000061035156,346.8299865722656,340.5400085449219,335.32025146484375,2429700,342.81646728515625,0,-2.186655699382467,-0.0005830270903451103
2023-12-06,343.510009765625,347.0,341.6000061035156,335.53607177734375,1869300,335.32025146484375,1,0.06436244502299182,-0.5557569135790286
2023-12-07,343.7099914550781,344.69000244140625,342.0,338.13623046875,2162400,335.53607177734375,1,0.7749267247581182,-0.2985312342643738
2023-12-08,344.30999755859375,352.2900085449219,343.7799987792969,344.2293395996094,2238800,338.13623046875,1,1.8019687279333008,-0.3606352011362712
2023-12-11,351.44000244140625,353.0299987792969,349.04998779296875,345.14190673828125,1636000,344.2293395996094,1,0.26510440386438017,-0.3485652059316635
2023-12-12,351.4100036621094,354.0,349.5799865722656,345.97589111328125,1597600,345.14190673828125,1,0.24163521111690844,-0.9766985177993774
2023-12-13,352.94000244140625,362.8500061035156,351.6000061035156,355.9054870605469,2876500,345.97589111328125,1,2.8700253983924062,-0.6738644341627756
2023-12-14,366.5,386.20001220703125,365.0,376.2552795410156,5376300,355.9054870605469,1,5.717751824659789,-0.10571700632572174
2023-12-15,380.19000244140625,385.8999938964844,379.32000732421875,373.3509826660156,4521600,376.2552795410156,0,-0.7718953149422614,-0.03680740296840668
